154.9144,166.1647
189.4813,141.5981
157.7247,187.9789
171.142,170.8708
156.0809,164.8089
155.5832,152.8647
156.9134,108.4177
139.4958,180.7492
139.5419,153.6155
155.7271,129.6019
154.4925,136.9351
150.3835,174.79
190.3075,151.5277
163.0795,150.7084
126.0329,106.5591
166.4378,170.2481
150.9746,191.6404
161.1423,185.7327
171.0965,150.8619
165.6356,161.6965
134.7842,142.0117
132.52,142.7566
176.5914,143.9372
163.9495,167.7833
180.3309,141.519
154.9136,189.666
169.3116,185.2875
176.2706,158.8921
170.9351,182.5357
177.6889,157.2538
181.1194,153.4188
157.5955,144.7216
166.2436,175.676
166.3241,160.0927
164.0917,151.2922
140.8525,172.3904
162.8069,138.8332
169.7247,168.5114
145.1969,146.8109
173.9757,180.8057
154.0462,163.3671
150.608,146.2617
176.7099,173.8278
176.9406,145.6683
163.0001,162.4232
139.3479,167.7806
137.3495,151.3762
131.4462,154.8735
151.0687,178.3775
166.2086,138.4328
145.1375,143.5466
156.4233,173.6835
128.8003,171.0621
165.2695,130.6908
161.0511,139.9487
143.8932,134.5654
136.655,164.9555
175.3215,145.2284
167.9261,156.5655
163.1737,161.7719
152.7586,180.8229
147.0364,139.9253
162.9589,155.9996
168.5538,196.455
155.577,167.8382
175.8109,169.1315
134.7542,175.5186
169.2849,173.4926
184.1918,162.9314
155.0944,143.6992
186.2259,164.3972
164.7007,128.3595
135.6061,192.681
147.5521,129.4211
159.6121,165.3858
139.7903,156.3309
186.1596,158.3621
164.6337,190.3757
171.7722,173.9389
152.3703,157.785
170.0747,181.8653
178.9787,143.1425
128.1026,172.6794
187.6858,157.7975
167.8278,159.3762
150.9796,113.172
105.8375,163.7125
177.0481,146.976
168.4984,143.5606
159.2604,170.6187
168.0511,163.7186
157.4706,127.2042
158.2215,143.8731
138.307,158.8193
150.4662,169.0699
140.03,160.6797
168.6931,159.5168
155.8624,172.6669
162.05,173.2217
161.0518,143.7728
167.0493,165.0245
148.8834,118.5755
147.4557,141.0312
151.9972,148.6215
165.7621,193.7989
154.2486,175.397
159.341,140.3263
152.9616,173.0934
154.5163,165.361
146.4712,157.2166
131.943,172.4265
127.7104,170.939
143.8216,144.3542
112.8652,147.4018
157.3483,160.6495
174.0833,160.9163
176.7415,172.7782
158.5258,170.5884
167.6328,155.9883
141.434,156.2026
143.1083,193.7444
159.6336,148.8975
155.0678,149.2135
142.8051,169.0652
160.8979,131.2685
139.5226,144.5858
143.1057,157.2538
140.9084,151.3072
186.1838,134.8144
183.5111,184.0594
137.2793,174.1047
114.8039,157.2515
128.9114,143.9658
177.3574,143.6175
131.0464,187.2678
164.1262,117.1126
187.0111,166.4032
153.7715,152.7636
154.1613,155.6079
170.8946,165.9571
127.2882,125.7523
182.8751,178.1742
138.3699,169.629
125.9236,128.7401
167.7306,157.8537
158.0092,159.0775
146.1478,155.9228
169.7616,175.4617
147.5866,117.4751
155.1099,136.9922
171.2302,152.7381
143.4071,164.1559
180.7918,173.7365
139.796,165.6635
167.4967,143.2657
192.5732,148.2986
157.9596,151.0879
128.1794,133.4401
141.4982,128.0152
151.4678,166.8061
175.3484,147.8755
136.4538,169.6613
157.6501,169.1613
187.4295,137.5632
176.9023,157.5606
135.3648,137.6342
169.2153,192.3955
165.4133,152.8204
140.7167,170.6075
154.1751,195.1295
155.774,150.5701
174.0473,166.3881
143.3442,143.5164
178.8313,165.1464
152.8852,119.3141
137.3177,141.459
180.8538,129.9609
175.8258,140.5397
154.9469,170.8186
157.1881,138.9784
135.7825,151.2051
175.1205,148.1582
153.8448,159.1369
166.7573,169.6941
155.9334,137.7359
121.7405,159.1707
145.7234,161.3002
165.3975,184.5988
170.9501,193.6128
147.8653,168.6259
140.0802,164.3538
152.3887,150.4259
110.7445,138.121
174.0175,178.9502
163.1784,165.3813
133.2161,156.7643
161.5465,165.4135
169.0048,157.2659
183.4107,162.7417
170.398,135.8838
143.8459,161.7242
137.6918,138.8559
180.4571,166.2393
154.0108,163.5899
142.6918,155.8276
153.7272,147.1293
160.6522,169.1882
174.6127,158.4199
167.1621,173.5881
110.2469,165.9715
176.3648,170.0661
167.7546,181.4577
157.7057,148.0219
160.1157,169.3755
189.0157,151.8046
133.4534,134.9414
171.6403,171.2886
174.1461,151.1157
143.4075,179.6541
168.1493,171.2582
171.2056,144.3667
110.7986,159.9996
163.9776,159.8477
155.2404,142.5891
170.5488,187.4951
165.7729,149.336
153.3808,155.8036
182.3063,152.4237
145.5139,115.0222
175.6691,146.9856
186.4063,164.6227
175.5061,131.1105
151.1818,168.3053
139.853,140.5065
173.6169,128.8173
144.6246,162.2092
161.5355,172.5386
156.1534,132.2188
144.4386,156.6141
150.4108,124.2161
125.2303,132.2193
172.6367,160.0185
158.1158,121.4362
172.9117,181.585
140.9573,148.5777
149.196,148.7372
141.6537,151.1271
167.1707,147.1014
182.9427,148.8515
152.2845,179.7901
